"prior_id","individual_id","jobs","wage","commute_time","applications","be one of the first to apply","0-4 applications","5-20 applications","51-200 applications","200+ applications"
65,1,"jobB","$25","45 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,1,"jobC","$12","30 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,2,"jobA","$25","30 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,2,"jobB","$12","15 min","200+ applications",0,-0.3,0,0.3,-0.3
65,2,"jobC","$25","30 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,3,"jobA","$12","15 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,3,"jobB","$12","15 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,3,"jobC","$25","30 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,4,"jobA","$12","30 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,4,"jobB","$12","30 min","no information",0,-0.3,0,0.3,-0.3
65,4,"jobC","$25","45 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,5,"jobA","$25","30 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,5,"jobB","$12","30 min","200+ applications",0,-0.3,0,0.3,-0.3
65,5,"jobC","$12","30 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,6,"jobA","$12","15 min","no information",0,-0.3,0,0.3,-0.3
65,6,"jobB","$12","15 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,6,"jobC","$25","15 min","200+ applications",0,-0.3,0,0.3,-0.3
65,7,"jobA","$12","30 min","200+ applications",0,-0.3,0,0.3,-0.3
65,7,"jobB","$12","30 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,7,"jobC","$25","30 min","no information",0,-0.3,0,0.3,-0.3
65,8,"jobA","$12","45 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,8,"jobB","$25","45 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,8,"jobC","$12","45 min","no information",0,-0.3,0,0.3,-0.3
65,9,"jobA","$25","30 min","200+ applications",0,-0.3,0,0.3,-0.3
65,9,"jobB","$25","30 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,9,"jobC","$12","15 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,10,"jobA","$12","30 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,10,"jobB","$25","45 min","no information",0,-0.3,0,0.3,-0.3
65,10,"jobC","$25","45 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,11,"jobA","$12","45 min","no information",0,-0.3,0,0.3,-0.3
65,11,"jobB","$25","45 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,11,"jobC","$12","45 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,12,"jobA","$25","15 min","200+ applications",0,-0.3,0,0.3,-0.3
65,12,"jobB","$25","30 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,12,"jobC","$12","15 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,13,"jobA","$25","30 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,13,"jobB","$12","30 min","no information",0,-0.3,0,0.3,-0.3
65,13,"jobC","$12","30 min","200+ applications",0,-0.3,0,0.3,-0.3
65,14,"jobA","$12","15 min","200+ applications",0,-0.3,0,0.3,-0.3
65,14,"jobB","$25","15 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,14,"jobC","$12","15 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,15,"jobA","$12","30 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,15,"jobB","$12","30 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,15,"jobC","$25","30 min","200+ applications",0,-0.3,0,0.3,-0.3
65,16,"jobA","$12","60 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,16,"jobB","$12","60 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,16,"jobC","$25","60 min","5-20 applications",0,-0.3,0,0.3,-0.3
65,17,"jobA","$25","15 min","no information",0,-0.3,0,0.3,-0.3
65,17,"jobB","$12","15 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,17,"jobC","$12","15 min","51-200 applications",0,-0.3,0,0.3,-0.3
65,18,"jobA","$12","15 min","be one of the first to apply",0,-0.3,0,0.3,-0.3
65,18,"jobB","$25","15 min","0-4 applications",0,-0.3,0,0.3,-0.3
65,18,"jobC","$12","15 min","5-20 applications",0,-0.3,0,0.3,-0.3
66,1,"jobA","$12","30 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,1,"jobB","$25","45 min","no information",0.3,-0.3,0,0.3,-0.3
66,1,"jobC","$25","45 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,2,"jobA","$12","45 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,2,"jobB","$25","60 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,2,"jobC","$25","60 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,3,"jobA","$25","15 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,3,"jobB","$12","15 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,3,"jobC","$12","15 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,4,"jobA","$12","30 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,4,"jobB","$25","30 min","no information",0.3,-0.3,0,0.3,-0.3
66,4,"jobC","$12","30 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,5,"jobA","$12","60 min","no information",0.3,-0.3,0,0.3,-0.3
66,5,"jobB","$12","60 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,5,"jobC","$25","60 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,6,"jobA","$25","15 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,6,"jobB","$12","15 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,6,"jobC","$12","15 min","no information",0.3,-0.3,0,0.3,-0.3
66,7,"jobA","$25","60 min","no information",0.3,-0.3,0,0.3,-0.3
66,7,"jobB","$12","60 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,7,"jobC","$12","60 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,8,"jobA","$12","15 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,8,"jobB","$12","15 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,8,"jobC","$25","15 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,9,"jobA","$25","45 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,9,"jobB","$25","45 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,9,"jobC","$12","30 min","no information",0.3,-0.3,0,0.3,-0.3
66,10,"jobA","$12","45 min","no information",0.3,-0.3,0,0.3,-0.3
66,10,"jobB","$12","45 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,10,"jobC","$25","45 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,11,"jobA","$25","15 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,11,"jobB","$12","15 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,11,"jobC","$12","15 min","no information",0.3,-0.3,0,0.3,-0.3
66,12,"jobA","$12","30 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,12,"jobB","$25","30 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,12,"jobC","$12","30 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,13,"jobA","$12","15 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,13,"jobB","$12","15 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,13,"jobC","$25","30 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,14,"jobA","$25","45 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,14,"jobB","$12","30 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,14,"jobC","$25","45 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,15,"jobA","$12","60 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,15,"jobB","$25","60 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,15,"jobC","$12","60 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,16,"jobA","$25","60 min","51-200 applications",0.3,-0.3,0,0.3,-0.3
66,16,"jobB","$25","60 min","no information",0.3,-0.3,0,0.3,-0.3
66,16,"jobC","$12","45 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,17,"jobA","$12","30 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
66,17,"jobB","$12","30 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,17,"jobC","$25","30 min","200+ applications",0.3,-0.3,0,0.3,-0.3
66,18,"jobA","$12","30 min","be one of the first to apply",0.3,-0.3,0,0.3,-0.3
66,18,"jobB","$25","30 min","0-4 applications",0.3,-0.3,0,0.3,-0.3
66,18,"jobC","$25","45 min","5-20 applications",0.3,-0.3,0,0.3,-0.3
67,1,"jobA","$12","30 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,1,"jobB","$25","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,1,"jobC","$12","30 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,2,"jobA","$12","45 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,2,"jobB","$12","45 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,2,"jobC","$25","45 min","200+ applications",-0.3,0,0,0.3,-0.3
67,3,"jobA","$25","15 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,3,"jobB","$12","15 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,3,"jobC","$12","15 min","no information",-0.3,0,0,0.3,-0.3
67,4,"jobA","$25","30 min","no information",-0.3,0,0,0.3,-0.3
67,4,"jobB","$12","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,4,"jobC","$12","30 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,5,"jobA","$12","30 min","no information",-0.3,0,0,0.3,-0.3
67,5,"jobB","$25","30 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,5,"jobC","$12","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,6,"jobA","$25","30 min","200+ applications",-0.3,0,0,0.3,-0.3
67,6,"jobB","$12","30 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,6,"jobC","$12","30 min","no information",-0.3,0,0,0.3,-0.3
67,7,"jobA","$12","60 min","200+ applications",-0.3,0,0,0.3,-0.3
67,7,"jobB","$12","60 min","no information",-0.3,0,0,0.3,-0.3
67,7,"jobC","$25","60 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,8,"jobA","$12","45 min","200+ applications",-0.3,0,0,0.3,-0.3
67,8,"jobB","$25","60 min","no information",-0.3,0,0,0.3,-0.3
67,8,"jobC","$25","60 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,9,"jobA","$25","45 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,9,"jobB","$12","30 min","200+ applications",-0.3,0,0,0.3,-0.3
67,9,"jobC","$25","45 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,10,"jobA","$12","45 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,10,"jobB","$12","45 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,10,"jobC","$25","45 min","200+ applications",-0.3,0,0,0.3,-0.3
67,11,"jobA","$12","45 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,11,"jobB","$12","45 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,11,"jobC","$25","60 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,12,"jobA","$25","30 min","no information",-0.3,0,0,0.3,-0.3
67,12,"jobB","$25","30 min","200+ applications",-0.3,0,0,0.3,-0.3
67,12,"jobC","$12","15 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,13,"jobA","$12","15 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,13,"jobB","$12","15 min","200+ applications",-0.3,0,0,0.3,-0.3
67,13,"jobC","$25","15 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,14,"jobA","$12","15 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,14,"jobB","$12","15 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,14,"jobC","$25","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,15,"jobA","$25","60 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,15,"jobB","$25","45 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,15,"jobC","$12","45 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,16,"jobA","$12","30 min","5-20 applications",-0.3,0,0,0.3,-0.3
67,16,"jobB","$25","30 min","no information",-0.3,0,0,0.3,-0.3
67,16,"jobC","$12","30 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,17,"jobA","$25","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,17,"jobB","$25","30 min","0-4 applications",-0.3,0,0,0.3,-0.3
67,17,"jobC","$12","15 min","no information",-0.3,0,0,0.3,-0.3
67,18,"jobA","$25","30 min","be one of the first to apply",-0.3,0,0,0.3,-0.3
67,18,"jobB","$12","30 min","51-200 applications",-0.3,0,0,0.3,-0.3
67,18,"jobC","$12","30 min","200+ applications",-0.3,0,0,0.3,-0.3
68,1,"jobA","$25","30 min","5-20 applications",0,0,0,0.3,-0.3
68,1,"jobB","$12","30 min","0-4 applications",0,0,0,0.3,-0.3
68,1,"jobC","$12","30 min","be one of the first to apply",0,0,0,0.3,-0.3
68,2,"jobA","$12","45 min","no information",0,0,0,0.3,-0.3
68,2,"jobB","$25","60 min","200+ applications",0,0,0,0.3,-0.3
68,2,"jobC","$25","60 min","51-200 applications",0,0,0,0.3,-0.3
68,3,"jobA","$25","15 min","200+ applications",0,0,0,0.3,-0.3
68,3,"jobB","$12","15 min","5-20 applications",0,0,0,0.3,-0.3
68,3,"jobC","$12","15 min","no information",0,0,0,0.3,-0.3
68,4,"jobA","$12","30 min","0-4 applications",0,0,0,0.3,-0.3
68,4,"jobB","$25","30 min","no information",0,0,0,0.3,-0.3
68,4,"jobC","$12","30 min","51-200 applications",0,0,0,0.3,-0.3
68,5,"jobA","$12","60 min","200+ applications",0,0,0,0.3,-0.3
68,5,"jobB","$25","60 min","0-4 applications",0,0,0,0.3,-0.3
68,5,"jobC","$12","60 min","no information",0,0,0,0.3,-0.3
68,6,"jobA","$25","15 min","51-200 applications",0,0,0,0.3,-0.3
68,6,"jobB","$12","15 min","200+ applications",0,0,0,0.3,-0.3
68,6,"jobC","$12","15 min","0-4 applications",0,0,0,0.3,-0.3
68,7,"jobA","$25","45 min","no information",0,0,0,0.3,-0.3
68,7,"jobB","$12","30 min","51-200 applications",0,0,0,0.3,-0.3
68,7,"jobC","$25","45 min","5-20 applications",0,0,0,0.3,-0.3
68,8,"jobA","$25","15 min","0-4 applications",0,0,0,0.3,-0.3
68,8,"jobB","$12","15 min","5-20 applications",0,0,0,0.3,-0.3
68,8,"jobC","$12","15 min","200+ applications",0,0,0,0.3,-0.3
68,9,"jobA","$25","45 min","be one of the first to apply",0,0,0,0.3,-0.3
68,9,"jobB","$25","45 min","no information",0,0,0,0.3,-0.3
68,9,"jobC","$12","30 min","200+ applications",0,0,0,0.3,-0.3
68,10,"jobA","$12","45 min","200+ applications",0,0,0,0.3,-0.3
68,10,"jobB","$25","60 min","51-200 applications",0,0,0,0.3,-0.3
68,10,"jobC","$25","60 min","be one of the first to apply",0,0,0,0.3,-0.3
68,11,"jobA","$12","15 min","5-20 applications",0,0,0,0.3,-0.3
68,11,"jobB","$12","15 min","no information",0,0,0,0.3,-0.3
68,11,"jobC","$25","15 min","be one of the first to apply",0,0,0,0.3,-0.3
68,12,"jobA","$12","30 min","be one of the first to apply",0,0,0,0.3,-0.3
68,12,"jobB","$25","30 min","200+ applications",0,0,0,0.3,-0.3
68,12,"jobC","$12","30 min","0-4 applications",0,0,0,0.3,-0.3
68,13,"jobA","$12","15 min","no information",0,0,0,0.3,-0.3
68,13,"jobB","$12","15 min","200+ applications",0,0,0,0.3,-0.3
68,13,"jobC","$25","15 min","5-20 applications",0,0,0,0.3,-0.3
68,14,"jobA","$25","45 min","51-200 applications",0,0,0,0.3,-0.3
68,14,"jobB","$12","30 min","be one of the first to apply",0,0,0,0.3,-0.3
68,14,"jobC","$25","45 min","0-4 applications",0,0,0,0.3,-0.3
68,15,"jobA","$12","60 min","0-4 applications",0,0,0,0.3,-0.3
68,15,"jobB","$25","60 min","be one of the first to apply",0,0,0,0.3,-0.3
68,15,"jobC","$12","60 min","51-200 applications",0,0,0,0.3,-0.3
68,16,"jobA","$12","45 min","51-200 applications",0,0,0,0.3,-0.3
68,16,"jobB","$12","45 min","0-4 applications",0,0,0,0.3,-0.3
68,16,"jobC","$25","45 min","5-20 applications",0,0,0,0.3,-0.3
68,17,"jobA","$12","30 min","5-20 applications",0,0,0,0.3,-0.3
68,17,"jobB","$12","30 min","51-200 applications",0,0,0,0.3,-0.3
68,17,"jobC","$25","30 min","200+ applications",0,0,0,0.3,-0.3
68,18,"jobA","$12","30 min","be one of the first to apply",0,0,0,0.3,-0.3
68,18,"jobB","$12","30 min","5-20 applications",0,0,0,0.3,-0.3
68,18,"jobC","$25","30 min","no information",0,0,0,0.3,-0.3
69,1,"jobA","$25","30 min","0-4 applications",0.3,0,0,0.3,-0.3
69,1,"jobB","$25","30 min","51-200 applications",0.3,0,0,0.3,-0.3
69,1,"jobC","$12","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,2,"jobA","$12","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,2,"jobB","$25","15 min","51-200 applications",0.3,0,0,0.3,-0.3
69,2,"jobC","$12","15 min","no information",0.3,0,0,0.3,-0.3
69,3,"jobA","$12","15 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,3,"jobB","$25","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,3,"jobC","$12","15 min","51-200 applications",0.3,0,0,0.3,-0.3
69,4,"jobA","$25","30 min","no information",0.3,0,0,0.3,-0.3
69,4,"jobB","$12","30 min","0-4 applications",0.3,0,0,0.3,-0.3
69,4,"jobC","$12","30 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,5,"jobA","$12","45 min","5-20 applications",0.3,0,0,0.3,-0.3
69,5,"jobB","$12","45 min","200+ applications",0.3,0,0,0.3,-0.3
69,5,"jobC","$25","45 min","0-4 applications",0.3,0,0,0.3,-0.3
69,6,"jobA","$25","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,6,"jobB","$12","15 min","5-20 applications",0.3,0,0,0.3,-0.3
69,6,"jobC","$12","15 min","0-4 applications",0.3,0,0,0.3,-0.3
69,7,"jobA","$12","15 min","no information",0.3,0,0,0.3,-0.3
69,7,"jobB","$12","15 min","5-20 applications",0.3,0,0,0.3,-0.3
69,7,"jobC","$25","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,8,"jobA","$12","15 min","200+ applications",0.3,0,0,0.3,-0.3
69,8,"jobB","$25","30 min","5-20 applications",0.3,0,0,0.3,-0.3
69,8,"jobC","$25","30 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,9,"jobA","$25","45 min","0-4 applications",0.3,0,0,0.3,-0.3
69,9,"jobB","$12","45 min","no information",0.3,0,0,0.3,-0.3
69,9,"jobC","$12","45 min","51-200 applications",0.3,0,0,0.3,-0.3
69,10,"jobA","$12","30 min","5-20 applications",0.3,0,0,0.3,-0.3
69,10,"jobB","$25","45 min","200+ applications",0.3,0,0,0.3,-0.3
69,10,"jobC","$25","45 min","51-200 applications",0.3,0,0,0.3,-0.3
69,11,"jobA","$12","30 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,11,"jobB","$12","30 min","200+ applications",0.3,0,0,0.3,-0.3
69,11,"jobC","$25","30 min","no information",0.3,0,0,0.3,-0.3
69,12,"jobA","$12","30 min","0-4 applications",0.3,0,0,0.3,-0.3
69,12,"jobB","$25","30 min","no information",0.3,0,0,0.3,-0.3
69,12,"jobC","$12","30 min","200+ applications",0.3,0,0,0.3,-0.3
69,13,"jobA","$12","45 min","51-200 applications",0.3,0,0,0.3,-0.3
69,13,"jobB","$25","45 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,13,"jobC","$12","45 min","no information",0.3,0,0,0.3,-0.3
69,14,"jobA","$12","15 min","51-200 applications",0.3,0,0,0.3,-0.3
69,14,"jobB","$12","15 min","no information",0.3,0,0,0.3,-0.3
69,14,"jobC","$25","15 min","5-20 applications",0.3,0,0,0.3,-0.3
69,15,"jobA","$25","30 min","51-200 applications",0.3,0,0,0.3,-0.3
69,15,"jobB","$12","15 min","0-4 applications",0.3,0,0,0.3,-0.3
69,15,"jobC","$25","30 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,16,"jobA","$25","45 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,16,"jobB","$12","45 min","0-4 applications",0.3,0,0,0.3,-0.3
69,16,"jobC","$12","45 min","5-20 applications",0.3,0,0,0.3,-0.3
69,17,"jobA","$25","30 min","0-4 applications",0.3,0,0,0.3,-0.3
69,17,"jobB","$12","15 min","51-200 applications",0.3,0,0,0.3,-0.3
69,17,"jobC","$25","30 min","5-20 applications",0.3,0,0,0.3,-0.3
69,18,"jobA","$25","30 min","5-20 applications",0.3,0,0,0.3,-0.3
69,18,"jobB","$12","30 min","be one of the first to apply",0.3,0,0,0.3,-0.3
69,18,"jobC","$12","30 min","no information",0.3,0,0,0.3,-0.3
70,1,"jobA","$12","15 min","no information",-0.3,0.3,0,0.3,-0.3
70,1,"jobB","$12","15 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,1,"jobC","$25","15 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,2,"jobA","$12","30 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,2,"jobB","$25","30 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,2,"jobC","$12","30 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,3,"jobA","$25","45 min","no information",-0.3,0.3,0,0.3,-0.3
70,3,"jobB","$12","45 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,3,"jobC","$12","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,4,"jobA","$12","45 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,4,"jobB","$25","45 min","no information",-0.3,0.3,0,0.3,-0.3
70,4,"jobC","$12","45 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,5,"jobA","$25","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,5,"jobB","$12","30 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,5,"jobC","$25","45 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,6,"jobA","$12","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,6,"jobB","$12","45 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,6,"jobC","$25","45 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,7,"jobA","$25","45 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,7,"jobB","$25","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,7,"jobC","$12","30 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,8,"jobA","$12","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,8,"jobB","$25","45 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,8,"jobC","$12","45 min","no information",-0.3,0.3,0,0.3,-0.3
70,9,"jobA","$12","45 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,9,"jobB","$25","60 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,9,"jobC","$25","60 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,10,"jobA","$25","30 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,10,"jobB","$12","30 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,10,"jobC","$25","30 min","no information",-0.3,0.3,0,0.3,-0.3
70,11,"jobA","$12","15 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,11,"jobB","$12","15 min","no information",-0.3,0.3,0,0.3,-0.3
70,11,"jobC","$25","15 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,12,"jobA","$25","30 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,12,"jobB","$25","30 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,12,"jobC","$12","15 min","no information",-0.3,0.3,0,0.3,-0.3
70,13,"jobA","$12","45 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,13,"jobB","$25","45 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,13,"jobC","$12","45 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,14,"jobA","$12","30 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,14,"jobB","$25","45 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,14,"jobC","$12","30 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,15,"jobA","$25","45 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,15,"jobB","$12","45 min","no information",-0.3,0.3,0,0.3,-0.3
70,15,"jobC","$12","45 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,16,"jobA","$25","30 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,16,"jobB","$12","30 min","0-4 applications",-0.3,0.3,0,0.3,-0.3
70,16,"jobC","$12","30 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,17,"jobA","$25","45 min","51-200 applications",-0.3,0.3,0,0.3,-0.3
70,17,"jobB","$12","45 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
70,17,"jobC","$25","45 min","be one of the first to apply",-0.3,0.3,0,0.3,-0.3
70,18,"jobA","$25","30 min","no information",-0.3,0.3,0,0.3,-0.3
70,18,"jobB","$12","15 min","200+ applications",-0.3,0.3,0,0.3,-0.3
70,18,"jobC","$25","30 min","5-20 applications",-0.3,0.3,0,0.3,-0.3
71,1,"jobA","$12","30 min","51-200 applications",0,0.3,0,0.3,-0.3
71,1,"jobB","$25","30 min","be one of the first to apply",0,0.3,0,0.3,-0.3
71,1,"jobC","$12","30 min","200+ applications",0,0.3,0,0.3,-0.3
71,2,"jobA","$12","45 min","51-200 applications",0,0.3,0,0.3,-0.3
71,2,"jobB","$12","45 min","5-20 applications",0,0.3,0,0.3,-0.3
71,2,"jobC","$25","45 min","200+ applications",0,0.3,0,0.3,-0.3
71,3,"jobA","$12","15 min","0-4 applications",0,0.3,0,0.3,-0.3
71,3,"jobB","$12","15 min","200+ applications",0,0.3,0,0.3,-0.3
71,3,"jobC","$25","15 min","no information",0,0.3,0,0.3,-0.3
71,4,"jobA","$25","30 min","no information",0,0.3,0,0.3,-0.3
71,4,"jobB","$12","30 min","200+ applications",0,0.3,0,0.3,-0.3
71,4,"jobC","$12","30 min","be one of the first to apply",0,0.3,0,0.3,-0.3
71,5,"jobA","$25","30 min","5-20 applications",0,0.3,0,0.3,-0.3
71,5,"jobB","$12","30 min","no information",0,0.3,0,0.3,-0.3
71,5,"jobC","$12","30 min","51-200 applications",0,0.3,0,0.3,-0.3
71,6,"jobA","$12","30 min","5-20 applications",0,0.3,0,0.3,-0.3
71,6,"jobB","$12","30 min","0-4 applications",0,0.3,0,0.3,-0.3
71,6,"jobC","$25","30 min","be one of the first to apply",0,0.3,0,0.3,-0.3
71,7,"jobA","$25","60 min","0-4 applications",0,0.3,0,0.3,-0.3
71,7,"jobB","$12","45 min","200+ applications",0,0.3,0,0.3,-0.3
71,7,"jobC","$25","60 min","5-20 applications",0,0.3,0,0.3,-0.3
